TeamName,RoundType,Won,Lost
FTW,semi-ecosemi-eco,0,0
UP N,ecoeco,4,4
UP N,ecofull-buy,0,0
UP N,ecosemi-buy,1,3
UP N,ecosemi-eco,0,0
UP N,full-buyeco,0,0
UP N,full-buyfull-buy,9,15
UP N,full-buysemi-buy,8,3
UP N,full-buysemi-eco,1,1
UP N,semi-buyeco,1,1
UP N,semi-buyfull-buy,6,7
UP N,semi-buysemi-buy,1,6
UP N,semi-buysemi-eco,2,0
UP N,semi-ecoeco,0,0
UP N,semi-ecofull-buy,2,4
UP N,semi-ecosemi-buy,0,0
UP N,semi-ecosemi-eco,0,0
RESO,ecoeco,2,6
RESO,ecofull-buy,0,0
RESO,ecosemi-buy,1,2
RESO,ecosemi-eco,0,0
RESO,full-buyeco,0,0
RESO,full-buyfull-buy,19,15
RESO,full-buysemi-buy,8,0
RESO,full-buysemi-eco,2,2
RESO,semi-buyeco,1,1
RESO,semi-buyfull-buy,4,7
RESO,semi-buysemi-buy,0,3
RESO,semi-buysemi-eco,0,1
RESO,semi-ecoeco,0,0
RESO,semi-ecofull-buy,3,4
RESO,semi-ecosemi-buy,1,2
RESO,semi-ecosemi-eco,0,0
ZETA,ecoeco,1,1
ZETA,ecofull-buy,0,0
ZETA,ecosemi-buy,0,2
ZETA,ecosemi-eco,0,0
ZETA,full-buyeco,0,0
ZETA,full-buyfull-buy,1,3
ZETA,full-buysemi-buy,1,2
ZETA,full-buysemi-eco,0,0
ZETA,semi-buyeco,0,0
ZETA,semi-buyfull-buy,2,4
ZETA,semi-buysemi-buy,0,1
ZETA,semi-buysemi-eco,0,0
ZETA,semi-ecoeco,0,0
ZETA,semi-ecofull-buy,0,0
ZETA,semi-ecosemi-buy,0,0
ZETA,semi-ecosemi-eco,0,0
GIFT,ecoeco,8,8
GIFT,ecofull-buy,0,1
GIFT,ecosemi-buy,5,8
GIFT,ecosemi-eco,0,0
GIFT,full-buyeco,0,0
GIFT,full-buyfull-buy,21,34
GIFT,full-buysemi-buy,5,8
GIFT,full-buysemi-eco,2,2
GIFT,semi-buyeco,0,1
GIFT,semi-buyfull-buy,4,18
GIFT,semi-buysemi-buy,2,5
GIFT,semi-buysemi-eco,0,1
GIFT,semi-ecoeco,0,0
GIFT,semi-ecofull-buy,1,16
GIFT,semi-ecosemi-buy,1,2
GIFT,semi-ecosemi-eco,0,0
FIRE,ecoeco,15,13
FIRE,ecofull-buy,0,0
FIRE,ecosemi-buy,4,6
FIRE,ecosemi-eco,0,0
FIRE,full-buyeco,1,2
FIRE,full-buyfull-buy,71,47
FIRE,full-buysemi-buy,20,22
FIRE,full-buysemi-eco,17,9
FIRE,semi-buyeco,10,6
FIRE,semi-buyfull-buy,16,10
FIRE,semi-buysemi-buy,4,3
FIRE,semi-buysemi-eco,0,2
FIRE,semi-ecoeco,0,0
FIRE,semi-ecofull-buy,9,10
FIRE,semi-ecosemi-buy,1,0
FIRE,semi-ecosemi-eco,0,0
MLC,ecoeco,1,5
MLC,ecofull-buy,0,0
MLC,ecosemi-buy,1,4
MLC,ecosemi-eco,0,0
MLC,full-buyeco,0,0
MLC,full-buyfull-buy,11,15
MLC,full-buysemi-buy,4,2
MLC,full-buysemi-eco,0,1
MLC,semi-buyeco,0,0
MLC,semi-buyfull-buy,2,7
MLC,semi-buysemi-buy,3,2
MLC,semi-buysemi-eco,0,0
MLC,semi-ecoeco,0,0
MLC,semi-ecofull-buy,3,4
MLC,semi-ecosemi-buy,0,0
MLC,semi-ecosemi-eco,0,0
EINH,ecoeco,2,0
EINH,ecofull-buy,0,0
EINH,ecosemi-buy,0,0
EINH,ecosemi-eco,0,0
EINH,full-buyeco,0,0
EINH,full-buyfull-buy,5,7
EINH,full-buysemi-buy,2,0
EINH,full-buysemi-eco,1,0
EINH,semi-buyeco,1,0
EINH,semi-buyfull-buy,0,1
EINH,semi-buysemi-buy,2,0
EINH,semi-buysemi-eco,0,0
EINH,semi-ecoeco,0,0
EINH,semi-ecofull-buy,0,0
EINH,semi-ecosemi-buy,0,1
EINH,semi-ecosemi-eco,0,0
DISC,ecoeco,2,2
DISC,ecofull-buy,1,1
DISC,ecosemi-buy,2,1
DISC,ecosemi-eco,0,0
DISC,full-buyeco,0,0
DISC,full-buyfull-buy,4,9
DISC,full-buysemi-buy,2,2
DISC,full-buysemi-eco,0,0
DISC,semi-buyeco,0,0
DISC,semi-buyfull-buy,1,5
DISC,semi-buysemi-buy,1,1
DISC,semi-buysemi-eco,0,0
DISC,semi-ecoeco,0,0
DISC,semi-ecofull-buy,1,3
DISC,semi-ecosemi-buy,0,2
DISC,semi-ecosemi-eco,0,0
TACT,ecoeco,4,2
TACT,ecofull-buy,0,0
TACT,ecosemi-buy,0,2
TACT,ecosemi-eco,0,0
TACT,full-buyeco,0,1
TACT,full-buyfull-buy,12,14
TACT,full-buysemi-buy,6,4
TACT,full-buysemi-eco,1,4
TACT,semi-buyeco,2,1
TACT,semi-buyfull-buy,6,4
TACT,semi-buysemi-buy,0,2
TACT,semi-buysemi-eco,0,2
TACT,semi-ecoeco,0,0
TACT,semi-ecofull-buy,0,0
TACT,semi-ecosemi-buy,0,0
TACT,semi-ecosemi-eco,0,0
PRX,ecoeco,19,9
PRX,ecofull-buy,1,0
PRX,ecosemi-buy,5,3
PRX,ecosemi-eco,0,0
PRX,full-buyeco,2,1
PRX,full-buyfull-buy,62,58
PRX,full-buysemi-buy,22,10
PRX,full-buysemi-eco,20,9
PRX,semi-buyeco,10,4
PRX,semi-buyfull-buy,13,10
PRX,semi-buysemi-buy,7,1
PRX,semi-buysemi-eco,3,0
PRX,semi-ecoeco,0,0
PRX,semi-ecofull-buy,5,7
PRX,semi-ecosemi-buy,2,0
PRX,semi-ecosemi-eco,0,0
VL,ecoeco,4,6
VL,ecofull-buy,0,1
VL,ecosemi-buy,1,1
VL,ecosemi-eco,0,0
VL,full-buyeco,1,0
VL,full-buyfull-buy,21,23
VL,full-buysemi-buy,9,4
VL,full-buysemi-eco,4,3
VL,semi-buyeco,3,3
VL,semi-buyfull-buy,8,12
VL,semi-buysemi-buy,3,3
VL,semi-buysemi-eco,1,0
VL,semi-ecoeco,0,0
VL,semi-ecofull-buy,2,2
VL,semi-ecosemi-buy,0,1
VL,semi-ecosemi-eco,0,0
AKRE,ecoeco,54,32
AKRE,ecofull-buy,1,0
AKRE,ecosemi-buy,3,4
AKRE,ecosemi-eco,0,0
AKRE,full-buyeco,6,3
AKRE,full-buyfull-buy,184,142
AKRE,full-buysemi-buy,106,44
AKRE,full-buysemi-eco,67,29
AKRE,semi-buyeco,45,25
AKRE,semi-buyfull-buy,44,39
AKRE,semi-buysemi-buy,12,17
AKRE,semi-buysemi-eco,6,2
AKRE,semi-ecoeco,0,0
AKRE,semi-ecofull-buy,12,3
AKRE,semi-ecosemi-buy,4,1
AKRE,semi-ecosemi-eco,0,0
SUPE,ecoeco,10,6
SUPE,ecofull-buy,0,0
SUPE,ecosemi-buy,1,8
SUPE,ecosemi-eco,0,0
SUPE,full-buyeco,0,1
SUPE,full-buyfull-buy,24,29
SUPE,full-buysemi-buy,11,11
SUPE,full-buysemi-eco,4,1
SUPE,semi-buyeco,4,1
SUPE,semi-buyfull-buy,5,10
SUPE,semi-buysemi-buy,3,4
SUPE,semi-buysemi-eco,2,0
SUPE,semi-ecoeco,0,0
SUPE,semi-ecofull-buy,3,8
SUPE,semi-ecosemi-buy,1,0
SUPE,semi-ecosemi-eco,0,0
VLT,ecoeco,32,28
VLT,ecofull-buy,1,1
VLT,ecosemi-buy,11,15
VLT,ecosemi-eco,0,0
VLT,full-buyeco,3,2
VLT,full-buyfull-buy,109,107
VLT,full-buysemi-buy,43,46
VLT,full-buysemi-eco,24,14
VLT,semi-buyeco,18,12
VLT,semi-buyfull-buy,26,31
VLT,semi-buysemi-buy,10,9
VLT,semi-buysemi-eco,0,1
VLT,semi-ecoeco,0,0
VLT,semi-ecofull-buy,17,36
VLT,semi-ecosemi-buy,0,1
VLT,semi-ecosemi-eco,0,0
STIM,ecoeco,2,0
STIM,ecofull-buy,0,0
STIM,ecosemi-buy,0,1
STIM,ecosemi-eco,0,0
STIM,full-buyeco,0,1
STIM,full-buyfull-buy,4,5
STIM,full-buysemi-buy,0,0
STIM,full-buysemi-eco,2,1
STIM,semi-buyeco,1,0
STIM,semi-buyfull-buy,4,0
STIM,semi-buysemi-buy,0,0
STIM,semi-buysemi-eco,0,0
STIM,semi-ecoeco,0,0
STIM,semi-ecofull-buy,0,1
STIM,semi-ecosemi-buy,0,0
STIM,semi-ecosemi-eco,0,0
W,ecoeco,1,3
W,ecofull-buy,0,0
W,ecosemi-buy,0,2
W,ecosemi-eco,0,0
W,full-buyeco,0,0
W,full-buyfull-buy,1,6
W,full-buysemi-buy,1,2
W,full-buysemi-eco,0,0
W,semi-buyeco,0,1
W,semi-buyfull-buy,0,6
W,semi-buysemi-buy,0,1
W,semi-buysemi-eco,0,0
W,semi-ecoeco,0,0
W,semi-ecofull-buy,0,5
W,semi-ecosemi-buy,0,0
W,semi-ecosemi-eco,0,0
LVR,ecoeco,7,13
LVR,ecofull-buy,0,2
LVR,ecosemi-buy,2,4
LVR,ecosemi-eco,0,0
LVR,full-buyeco,0,0
LVR,full-buyfull-buy,46,42
LVR,full-buysemi-buy,9,8
LVR,full-buysemi-eco,7,3
LVR,semi-buyeco,6,3
LVR,semi-buyfull-buy,12,15
LVR,semi-buysemi-buy,6,7
LVR,semi-buysemi-eco,0,2
LVR,semi-ecoeco,0,0
LVR,semi-ecofull-buy,7,9
LVR,semi-ecosemi-buy,0,3
LVR,semi-ecosemi-eco,0,0
SWAG,ecoeco,2,4
SWAG,ecofull-buy,1,1
SWAG,ecosemi-buy,2,3
SWAG,ecosemi-eco,0,0
SWAG,full-buyeco,0,0
SWAG,full-buyfull-buy,10,12
SWAG,full-buysemi-buy,3,2
SWAG,full-buysemi-eco,0,0
SWAG,semi-buyeco,0,0
SWAG,semi-buyfull-buy,4,6
SWAG,semi-buysemi-buy,0,4
SWAG,semi-buysemi-eco,0,0
SWAG,semi-ecoeco,0,0
SWAG,semi-ecofull-buy,0,6
SWAG,semi-ecosemi-buy,0,1
SWAG,semi-ecosemi-eco,0,0
ECLE,ecoeco,2,4
ECLE,ecofull-buy,1,0
ECLE,ecosemi-buy,2,3
ECLE,ecosemi-eco,0,0
ECLE,full-buyeco,0,0
ECLE,full-buyfull-buy,9,17
ECLE,full-buysemi-buy,2,2
ECLE,full-buysemi-eco,0,0
ECLE,semi-buyeco,0,0
ECLE,semi-buyfull-buy,1,3
ECLE,semi-buysemi-buy,0,4
ECLE,semi-buysemi-eco,0,0
ECLE,semi-ecoeco,0,0
ECLE,semi-ecofull-buy,1,6
ECLE,semi-ecosemi-buy,0,0
ECLE,semi-ecosemi-eco,0,0
HNX,ecoeco,1,3
HNX,ecofull-buy,0,0
HNX,ecosemi-buy,0,2
HNX,ecosemi-eco,0,0
HNX,full-buyeco,0,0
HNX,full-buyfull-buy,2,9
HNX,full-buysemi-buy,0,0
HNX,full-buysemi-eco,0,0
HNX,semi-buyeco,0,1
HNX,semi-buyfull-buy,1,4
HNX,semi-buysemi-buy,0,1
HNX,semi-buysemi-eco,0,0
HNX,semi-ecoeco,0,0
HNX,semi-ecofull-buy,0,6
HNX,semi-ecosemi-buy,0,0
HNX,semi-ecosemi-eco,0,0
XLE,ecoeco,15,17
XLE,ecofull-buy,1,0
XLE,ecosemi-buy,3,7
XLE,ecosemi-eco,0,0
XLE,full-buyeco,0,1
XLE,full-buyfull-buy,49,58
XLE,full-buysemi-buy,10,13
XLE,full-buysemi-eco,15,4
XLE,semi-buyeco,9,3
XLE,semi-buyfull-buy,9,17
XLE,semi-buysemi-buy,3,2
XLE,semi-buysemi-eco,1,1
XLE,semi-ecoeco,0,0
XLE,semi-ecofull-buy,7,8
XLE,semi-ecosemi-buy,2,1
XLE,semi-ecosemi-eco,0,0
CG,ecoeco,4,6
CG,ecofull-buy,0,0
CG,ecosemi-buy,1,2
CG,ecosemi-eco,1,0
CG,full-buyeco,0,1
CG,full-buyfull-buy,22,28
CG,full-buysemi-buy,5,7
CG,full-buysemi-eco,6,5
CG,semi-buyeco,0,4
CG,semi-buyfull-buy,2,5
CG,semi-buysemi-buy,0,0
CG,semi-buysemi-eco,0,1
CG,semi-ecoeco,2,0
CG,semi-ecofull-buy,0,5
CG,semi-ecosemi-buy,0,0
CG,semi-ecosemi-eco,0,0
SAME,ecoeco,3,7
SAME,ecofull-buy,0,2
SAME,ecosemi-buy,0,2
SAME,ecosemi-eco,0,0
SAME,full-buyeco,0,0
SAME,full-buyfull-buy,11,12
SAME,full-buysemi-buy,9,6
SAME,full-buysemi-eco,5,2
SAME,semi-buyeco,3,3
SAME,semi-buyfull-buy,4,8
SAME,semi-buysemi-buy,1,3
SAME,semi-buysemi-eco,0,0
SAME,semi-ecoeco,0,0
SAME,semi-ecofull-buy,0,3
SAME,semi-ecosemi-buy,0,1
SAME,semi-ecosemi-eco,0,0
ZENI,ecoeco,0,2
ZENI,ecofull-buy,0,0
ZENI,ecosemi-buy,0,0
ZENI,ecosemi-eco,0,0
ZENI,full-buyeco,0,0
ZENI,full-buyfull-buy,1,3
ZENI,full-buysemi-buy,0,0
ZENI,full-buysemi-eco,0,0
ZENI,semi-buyeco,0,0
ZENI,semi-buyfull-buy,0,4
ZENI,semi-buysemi-buy,1,1
ZENI,semi-buysemi-eco,0,0
ZENI,semi-ecoeco,0,0
ZENI,semi-ecofull-buy,0,1
ZENI,semi-ecosemi-buy,0,2
ZENI,semi-ecosemi-eco,0,0
TS,ecoeco,14,18
TS,ecofull-buy,0,1
TS,ecosemi-buy,1,9
TS,ecosemi-eco,0,0
TS,full-buyeco,4,1
TS,full-buyfull-buy,57,62
TS,full-buysemi-buy,24,16
TS,full-buysemi-eco,17,10
TS,semi-buyeco,11,6
TS,semi-buyfull-buy,18,14
TS,semi-buysemi-buy,6,5
TS,semi-buysemi-eco,1,2
TS,semi-ecoeco,0,0
TS,semi-ecofull-buy,9,11
TS,semi-ecosemi-buy,2,0
TS,semi-ecosemi-eco,0,0
HOT ,ecoeco,3,1
HOT ,ecofull-buy,0,1
HOT ,ecosemi-buy,1,1
HOT ,ecosemi-eco,0,0
HOT ,full-buyeco,0,0
HOT ,full-buyfull-buy,2,8
HOT ,full-buysemi-buy,2,2
HOT ,full-buysemi-eco,1,1
HOT ,semi-buyeco,0,2
HOT ,semi-buyfull-buy,0,5
HOT ,semi-buysemi-buy,0,0
HOT ,semi-buysemi-eco,0,0
HOT ,semi-ecoeco,0,0
HOT ,semi-ecofull-buy,0,5
HOT ,semi-ecosemi-buy,0,0
HOT ,semi-ecosemi-eco,0,0
LFTV,ecoeco,3,3
LFTV,ecofull-buy,0,0
LFTV,ecosemi-buy,0,1
LFTV,ecosemi-eco,0,0
LFTV,full-buyeco,0,0
LFTV,full-buyfull-buy,15,20
LFTV,full-buysemi-buy,5,4
LFTV,full-buysemi-eco,2,4
LFTV,semi-buyeco,2,2
LFTV,semi-buyfull-buy,3,4
LFTV,semi-buysemi-buy,2,1
LFTV,semi-buysemi-eco,0,1
LFTV,semi-ecoeco,0,0
LFTV,semi-ecofull-buy,1,0
LFTV,semi-ecosemi-buy,1,0
LFTV,semi-ecosemi-eco,0,0
ANYT,ecoeco,3,3
ANYT,ecofull-buy,0,0
ANYT,ecosemi-buy,2,3
ANYT,ecosemi-eco,0,0
ANYT,full-buyeco,0,0
ANYT,full-buyfull-buy,9,12
ANYT,full-buysemi-buy,4,3
ANYT,full-buysemi-eco,3,0
ANYT,semi-buyeco,0,1
ANYT,semi-buyfull-buy,3,7
ANYT,semi-buysemi-buy,1,0
ANYT,semi-buysemi-eco,0,1
ANYT,semi-ecoeco,0,0
ANYT,semi-ecofull-buy,1,5
ANYT,semi-ecosemi-buy,0,1
ANYT,semi-ecosemi-eco,0,0
ASP,ecoeco,4,8
ASP,ecofull-buy,0,1
ASP,ecosemi-buy,2,4
ASP,ecosemi-eco,0,0
ASP,full-buyeco,0,0
ASP,full-buyfull-buy,19,25
ASP,full-buysemi-buy,3,6
ASP,full-buysemi-eco,4,2
ASP,semi-buyeco,2,2
ASP,semi-buyfull-buy,1,16
ASP,semi-buysemi-buy,2,3
ASP,semi-buysemi-eco,0,0
ASP,semi-ecoeco,0,0
ASP,semi-ecofull-buy,4,7
ASP,semi-ecosemi-buy,1,1
ASP,semi-ecosemi-eco,0,0
SENT,ecoeco,0,4
SENT,ecofull-buy,0,0
SENT,ecosemi-buy,0,4
SENT,ecosemi-eco,0,0
SENT,full-buyeco,0,0
SENT,full-buyfull-buy,4,8
SENT,full-buysemi-buy,0,1
SENT,full-buysemi-eco,0,1
SENT,semi-buyeco,0,0
SENT,semi-buyfull-buy,1,5
SENT,semi-buysemi-buy,0,0
SENT,semi-buysemi-eco,0,0
SENT,semi-ecoeco,0,0
SENT,semi-ecofull-buy,0,3
SENT,semi-ecosemi-buy,0,0
SENT,semi-ecosemi-eco,0,0
MEAP,ecoeco,12,10
MEAP,ecofull-buy,0,3
MEAP,ecosemi-buy,5,5
MEAP,ecosemi-eco,0,0
MEAP,full-buyeco,3,0
MEAP,full-buyfull-buy,40,43
MEAP,full-buysemi-buy,13,11
MEAP,full-buysemi-eco,5,4
MEAP,semi-buyeco,5,5
MEAP,semi-buyfull-buy,15,21
MEAP,semi-buysemi-buy,5,1
MEAP,semi-buysemi-eco,1,0
MEAP,semi-ecoeco,0,0
MEAP,semi-ecofull-buy,8,14
MEAP,semi-ecosemi-buy,0,2
MEAP,semi-ecosemi-eco,0,0
SCYT,ecoeco,1,3
SCYT,ecofull-buy,0,0
SCYT,ecosemi-buy,1,2
SCYT,ecosemi-eco,0,0
SCYT,full-buyeco,0,0
SCYT,full-buyfull-buy,11,14
SCYT,full-buysemi-buy,0,2
SCYT,full-buysemi-eco,1,1
SCYT,semi-buyeco,0,0
SCYT,semi-buyfull-buy,1,5
SCYT,semi-buysemi-buy,1,0
SCYT,semi-buysemi-eco,0,0
SCYT,semi-ecoeco,0,0
SCYT,semi-ecofull-buy,1,3
SCYT,semi-ecosemi-buy,0,1
SCYT,semi-ecosemi-eco,0,0
BRN,ecoeco,4,8
BRN,ecofull-buy,1,0
BRN,ecosemi-buy,3,4
BRN,ecosemi-eco,0,0
BRN,full-buyeco,1,0
BRN,full-buyfull-buy,17,26
BRN,full-buysemi-buy,4,7
BRN,full-buysemi-eco,3,4
BRN,semi-buyeco,1,3
BRN,semi-buyfull-buy,6,11
BRN,semi-buysemi-buy,0,1
BRN,semi-buysemi-eco,1,0
BRN,semi-ecoeco,0,0
BRN,semi-ecofull-buy,1,12
BRN,semi-ecosemi-buy,0,0
BRN,semi-ecosemi-eco,0,0
ELYS,ecoeco,1,3
ELYS,ecofull-buy,0,2
ELYS,ecosemi-buy,1,3
ELYS,ecosemi-eco,0,0
ELYS,full-buyeco,0,0
ELYS,full-buyfull-buy,10,5
ELYS,full-buysemi-buy,1,4
ELYS,full-buysemi-eco,0,0
ELYS,semi-buyeco,0,0
ELYS,semi-buyfull-buy,1,6
ELYS,semi-buysemi-buy,1,0
ELYS,semi-buysemi-eco,0,0
ELYS,semi-ecoeco,0,0
ELYS,semi-ecofull-buy,1,2
ELYS,semi-ecosemi-buy,0,1
ELYS,semi-ecosemi-eco,0,0
BIG ,ecoeco,1,5
BIG ,ecofull-buy,0,0
BIG ,ecosemi-buy,1,4
BIG ,ecosemi-eco,0,0
BIG ,full-buyeco,0,0
BIG ,full-buyfull-buy,10,10
BIG ,full-buysemi-buy,4,4
BIG ,full-buysemi-eco,1,0
BIG ,semi-buyeco,0,0
BIG ,semi-buyfull-buy,4,3
BIG ,semi-buysemi-buy,0,2
BIG ,semi-buysemi-eco,0,0
BIG ,semi-ecoeco,0,0
BIG ,semi-ecofull-buy,3,6
BIG ,semi-ecosemi-buy,0,0
BIG ,semi-ecosemi-eco,0,0
GIAN,ecoeco,1,3
GIAN,ecofull-buy,0,0
GIAN,ecosemi-buy,0,3
GIAN,ecosemi-eco,0,0
GIAN,full-buyeco,0,0
GIAN,full-buyfull-buy,3,9
GIAN,full-buysemi-buy,1,2
GIAN,full-buysemi-eco,0,0
GIAN,semi-buyeco,0,0
GIAN,semi-buyfull-buy,1,1
GIAN,semi-buysemi-buy,0,2
GIAN,semi-buysemi-eco,0,0
GIAN,semi-ecoeco,0,0
GIAN,semi-ecofull-buy,0,6
GIAN,semi-ecosemi-buy,0,0
GIAN,semi-ecosemi-eco,0,0
MINA,ecoeco,7,5
MINA,ecofull-buy,0,1
MINA,ecosemi-buy,4,1
MINA,ecosemi-eco,0,0
MINA,full-buyeco,0,1
MINA,full-buyfull-buy,27,15
MINA,full-buysemi-buy,10,12
MINA,full-buysemi-eco,4,7
MINA,semi-buyeco,2,4
MINA,semi-buyfull-buy,2,12
MINA,semi-buysemi-buy,4,4
MINA,semi-buysemi-eco,0,1
MINA,semi-ecoeco,0,0
MINA,semi-ecofull-buy,2,6
MINA,semi-ecosemi-buy,0,1
MINA,semi-ecosemi-eco,0,0
KOVA,ecoeco,6,8
KOVA,ecofull-buy,1,1
KOVA,ecosemi-buy,0,3
KOVA,ecosemi-eco,0,0
KOVA,full-buyeco,1,0
KOVA,full-buyfull-buy,33,25
KOVA,full-buysemi-buy,9,7
KOVA,full-buysemi-eco,5,5
KOVA,semi-buyeco,6,4
KOVA,semi-buyfull-buy,5,10
KOVA,semi-buysemi-buy,4,4
KOVA,semi-buysemi-eco,0,1
KOVA,semi-ecoeco,0,0
KOVA,semi-ecofull-buy,6,5
KOVA,semi-ecosemi-buy,1,1
KOVA,semi-ecosemi-eco,0,0
SEWE,ecoeco,4,2
SEWE,ecofull-buy,0,0
SEWE,ecosemi-buy,0,0
SEWE,ecosemi-eco,0,0
SEWE,full-buyeco,0,0
SEWE,full-buyfull-buy,13,17
SEWE,full-buysemi-buy,5,4
SEWE,full-buysemi-eco,1,7
SEWE,semi-buyeco,4,2
SEWE,semi-buyfull-buy,4,3
SEWE,semi-buysemi-buy,1,0
SEWE,semi-buysemi-eco,0,0
SEWE,semi-ecoeco,0,0
SEWE,semi-ecofull-buy,1,2
SEWE,semi-ecosemi-buy,0,0
SEWE,semi-ecosemi-eco,0,0
SR,ecoeco,2,6
SR,ecofull-buy,0,0
SR,ecosemi-buy,1,3
SR,ecosemi-eco,0,0
SR,full-buyeco,0,0
SR,full-buyfull-buy,6,22
SR,full-buysemi-buy,2,1
SR,full-buysemi-eco,0,0
SR,semi-buyeco,0,0
SR,semi-buyfull-buy,2,10
SR,semi-buysemi-buy,1,6
SR,semi-buysemi-eco,0,0
SR,semi-ecoeco,0,0
SR,semi-ecofull-buy,1,7
SR,semi-ecosemi-buy,2,2
SR,semi-ecosemi-eco,0,0
S8UL,ecoeco,3,11
S8UL,ecofull-buy,0,0
S8UL,ecosemi-buy,3,10
S8UL,ecosemi-eco,0,0
S8UL,full-buyeco,0,0
S8UL,full-buyfull-buy,24,27
S8UL,full-buysemi-buy,7,9
S8UL,full-buysemi-eco,1,2
S8UL,semi-buyeco,0,0
S8UL,semi-buyfull-buy,7,8
S8UL,semi-buysemi-buy,3,3
S8UL,semi-buysemi-eco,0,0
S8UL,semi-ecoeco,0,0
S8UL,semi-ecofull-buy,5,16
S8UL,semi-ecosemi-buy,0,1
S8UL,semi-ecosemi-eco,0,0
CAP,ecoeco,1,5
CAP,ecofull-buy,0,0
CAP,ecosemi-buy,0,0
CAP,ecosemi-eco,0,0
CAP,full-buyeco,1,0
CAP,full-buyfull-buy,17,17
CAP,full-buysemi-buy,6,5
CAP,full-buysemi-eco,8,4
CAP,semi-buyeco,1,5
CAP,semi-buyfull-buy,4,1
CAP,semi-buysemi-buy,0,0
CAP,semi-buysemi-eco,0,0
CAP,semi-ecoeco,0,0
CAP,semi-ecofull-buy,1,0
CAP,semi-ecosemi-buy,0,0
CAP,semi-ecosemi-eco,0,0
ILUZ,ecoeco,7,9
ILUZ,ecofull-buy,0,0
ILUZ,ecosemi-buy,4,5
ILUZ,ecosemi-eco,0,0
ILUZ,full-buyeco,1,1
ILUZ,full-buyfull-buy,19,32
ILUZ,full-buysemi-buy,7,8
ILUZ,full-buysemi-eco,5,5
ILUZ,semi-buyeco,3,3
ILUZ,semi-buyfull-buy,7,15
ILUZ,semi-buysemi-buy,6,3
ILUZ,semi-buysemi-eco,0,1
ILUZ,semi-ecoeco,0,0
ILUZ,semi-ecofull-buy,2,8
ILUZ,semi-ecosemi-buy,0,1
ILUZ,semi-ecosemi-eco,0,0
VALS,ecoeco,1,5
VALS,ecofull-buy,0,0
VALS,ecosemi-buy,0,4
VALS,ecosemi-eco,0,0
VALS,full-buyeco,0,0
VALS,full-buyfull-buy,7,12
VALS,full-buysemi-buy,5,4
VALS,full-buysemi-eco,0,1
VALS,semi-buyeco,0,0
VALS,semi-buyfull-buy,5,5
VALS,semi-buysemi-buy,4,0
VALS,semi-buysemi-eco,0,0
VALS,semi-ecoeco,0,0
VALS,semi-ecofull-buy,1,6
VALS,semi-ecosemi-buy,2,0
VALS,semi-ecosemi-eco,0,0
ICON,ecoeco,0,6
ICON,ecofull-buy,0,0
ICON,ecosemi-buy,0,5
ICON,ecosemi-eco,0,0
ICON,full-buyeco,0,0
ICON,full-buyfull-buy,12,15
ICON,full-buysemi-buy,5,6
ICON,full-buysemi-eco,1,0
ICON,semi-buyeco,0,0
ICON,semi-buyfull-buy,7,6
ICON,semi-buysemi-buy,0,1
ICON,semi-buysemi-eco,0,0
ICON,semi-ecoeco,0,0
ICON,semi-ecofull-buy,0,3
ICON,semi-ecosemi-buy,0,0
ICON,semi-ecosemi-eco,0,0
SBE,ecoeco,6,8
SBE,ecofull-buy,0,0
SBE,ecosemi-buy,1,1
SBE,ecosemi-eco,0,0
SBE,full-buyeco,1,2
SBE,full-buyfull-buy,19,26
SBE,full-buysemi-buy,21,5
SBE,full-buysemi-eco,10,6
SBE,semi-buyeco,4,8
SBE,semi-buyfull-buy,8,7
SBE,semi-buysemi-buy,1,1
SBE,semi-buysemi-eco,0,0
SBE,semi-ecoeco,0,0
SBE,semi-ecofull-buy,2,2
SBE,semi-ecosemi-buy,0,0
SBE,semi-ecosemi-eco,0,0
GFS,ecoeco,7,1
GFS,ecofull-buy,0,0
GFS,ecosemi-buy,3,1
GFS,ecosemi-eco,0,0
GFS,full-buyeco,0,0
GFS,full-buyfull-buy,10,12
GFS,full-buysemi-buy,1,4
GFS,full-buysemi-eco,5,1
GFS,semi-buyeco,3,0
GFS,semi-buyfull-buy,1,8
GFS,semi-buysemi-buy,5,0
GFS,semi-buysemi-eco,0,0
GFS,semi-ecoeco,0,0
GFS,semi-ecofull-buy,0,7
GFS,semi-ecosemi-buy,0,0
GFS,semi-ecosemi-eco,0,0
TR,ecoeco,11,9
TR,ecofull-buy,0,0
TR,ecosemi-buy,3,4
TR,ecosemi-eco,0,0
TR,full-buyeco,0,0
TR,full-buyfull-buy,39,28
TR,full-buysemi-buy,19,8
TR,full-buysemi-eco,12,7
TR,semi-buyeco,6,7
TR,semi-buyfull-buy,16,17
TR,semi-buysemi-buy,2,3
TR,semi-buysemi-eco,0,0
TR,semi-ecoeco,0,0
TR,semi-ecofull-buy,3,10
TR,semi-ecosemi-buy,0,1
TR,semi-ecosemi-eco,0,0
[A],ecoeco,7,9
[A],ecofull-buy,0,0
[A],ecosemi-buy,2,5
[A],ecosemi-eco,0,0
[A],full-buyeco,0,1
[A],full-buyfull-buy,31,31
[A],full-buysemi-buy,8,3
[A],full-buysemi-eco,2,9
[A],semi-buyeco,3,3
[A],semi-buyfull-buy,14,11
[A],semi-buysemi-buy,7,2
[A],semi-buysemi-eco,0,0
